Route,Departing_Port,Arriving_Port,Airline,Date,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month,lat0,long0,lat1,long1
Adelaide-Melbourne,Adelaide,Melbourne,Jetstar,Jul-21,93.0,47,46.0,42.0,42.0,5.0,5.0,47527,582,55.5,643,30559861,55071664,85648,2021,7,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,Jul-21,147.0,81,66.0,74.0,76.0,7.0,5.0,47527,582,55.5,643,30559861,55071664,85648,2021,7,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,Rex Airlines,Jul-21,48.0,28,20.0,26.0,26.0,2.0,2.0,47527,582,55.5,643,30559861,55071664,85648,2021,7,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,Jul-21,169.0,86,83.0,74.0,79.0,12.0,7.0,47527,582,55.5,643,30559861,55071664,85648,2021,7,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Jul-21,457.0,242,215.0,216.0,223.0,26.0,19.0,47527,582,55.5,643,30559861,55071664,85648,2021,7,-34.945,138.531,-38.039,144.469
Adelaide-Perth,Adelaide,Perth,Jetstar,Jul-21,24.0,12,12.0,11.0,8.0,1.0,4.0,14590,214,46.8,2120,30930800,66061320,31161,2021,7,-34.945,138.531,-31.961,115.868
Adelaide-Perth,Adelaide,Perth,Qantas,Jul-21,69.0,54,15.0,48.0,30.0,6.0,24.0,14590,214,46.8,2120,30930800,66061320,31161,2021,7,-34.945,138.531,-31.961,115.868
Adelaide-Perth,Adelaide,Perth,Virgin Australia,Jul-21,30.0,16,14.0,13.0,7.0,3.0,9.0,14590,214,46.8,2120,30930800,66061320,31161,2021,7,-34.945,138.531,-31.961,115.868
Adelaide-Perth,Adelaide,Perth,Virgin Australia Regional Airlines,Jul-21,8.0,6,2.0,3.0,3.0,3.0,3.0,14590,214,46.8,2120,30930800,66061320,31161,2021,7,-34.945,138.531,-31.961,115.868
Adelaide-Perth,Adelaide,Perth,All Airlines,Jul-21,131.0,88,43.0,75.0,48.0,13.0,40.0,14590,214,46.8,2120,30930800,66061320,31161,2021,7,-34.945,138.531,-31.961,115.868
Adelaide-Sydney,Adelaide,Sydney,Jetstar,Jul-21,68.0,1,67.0,1.0,1.0,0.0,0.0,2604,172,11.9,1167,3038868,25486113,21839,2021,7,-34.945,138.531,-33.924,150.988
Adelaide-Sydney,Adelaide,Sydney,Qantas,Jul-21,95.0,34,61.0,29.0,29.0,5.0,5.0,2604,172,11.9,1167,3038868,25486113,21839,2021,7,-34.945,138.531,-33.924,150.988
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,Jul-21,52.0,27,25.0,26.0,26.0,1.0,1.0,2604,172,11.9,1167,3038868,25486113,21839,2021,7,-34.945,138.531,-33.924,150.988
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Jul-21,215.0,62,153.0,56.0,56.0,6.0,6.0,2604,172,11.9,1167,3038868,25486113,21839,2021,7,-34.945,138.531,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,Jetstar,Jul-21,52.0,4,48.0,4.0,4.0,0.0,0.0,3166,120,24.2,612,1937592,8009856,13088,2021,7,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,QantasLink,Jul-21,52.0,27,25.0,20.0,17.0,7.0,10.0,3166,120,24.2,612,1937592,8009856,13088,2021,7,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,Rex Airlines,Jul-21,9.0,9,0.0,8.0,8.0,1.0,1.0,3166,120,24.2,612,1937592,8009856,13088,2021,7,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,Virgin Australia,Jul-21,30.0,20,10.0,18.0,19.0,2.0,1.0,3166,120,24.2,612,1937592,8009856,13088,2021,7,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,All Airlines,Jul-21,143.0,60,83.0,50.0,48.0,10.0,12.0,3166,120,24.2,612,1937592,8009856,13088,2021,7,-28.834,153.562,-33.924,150.988
Brisbane-Cairns,Brisbane,Cairns,Jetstar,Jul-21,106.0,100,6.0,92.0,93.0,8.0,7.0,95376,834,70.7,1391,132668016,187677893,134923,2021,7,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,Qantas,Jul-21,135.0,133,2.0,124.0,117.0,9.0,16.0,95376,834,70.7,1391,132668016,187677893,134923,2021,7,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,QantasLink,Jul-21,4.0,4,0.0,4.0,3.0,0.0,1.0,95376,834,70.7,1391,132668016,187677893,134923,2021,7,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,Jul-21,153.0,145,8.0,134.0,138.0,11.0,7.0,95376,834,70.7,1391,132668016,187677893,134923,2021,7,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Jul-21,398.0,382,16.0,354.0,351.0,28.0,31.0,95376,834,70.7,1391,132668016,187677893,134923,2021,7,-27.570,153.008,-16.886,145.755
Brisbane-Darwin,Brisbane,Darwin,Jetstar,Jul-21,29.0,22,7.0,18.0,17.0,4.0,5.0,21756,210,55.3,2852,62048112,112271832,39366,2021,7,-27.570,153.008,-12.415,130.877
Brisbane-Darwin,Brisbane,Darwin,Qantas,Jul-21,43.0,37,6.0,34.0,20.0,3.0,17.0,21756,210,55.3,2852,62048112,112271832,39366,2021,7,-27.570,153.008,-12.415,130.877
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,Jul-21,41.0,38,3.0,37.0,37.0,1.0,1.0,21756,210,55.3,2852,62048112,112271832,39366,2021,7,-27.570,153.008,-12.415,130.877
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Jul-21,113.0,97,16.0,89.0,74.0,8.0,23.0,21756,210,55.3,2852,62048112,112271832,39366,2021,7,-27.570,153.008,-12.415,130.877
Brisbane-Hobart,Brisbane,Hobart,Jetstar,Jul-21,26.0,22,4.0,21.0,20.0,1.0,2.0,15914,145,63.0,1791,28501974,45226332,25252,2021,7,-27.570,153.008,-42.836,147.510
Brisbane-Hobart,Brisbane,Hobart,Qantas,Jul-21,8.0,7,1.0,7.0,7.0,0.0,0.0,15914,145,63.0,1791,28501974,45226332,25252,2021,7,-27.570,153.008,-42.836,147.510
Brisbane-Hobart,Brisbane,Hobart,QantasLink,Jul-21,6.0,5,1.0,4.0,4.0,1.0,1.0,15914,145,63.0,1791,28501974,45226332,25252,2021,7,-27.570,153.008,-42.836,147.510
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,Jul-21,42.0,38,4.0,35.0,34.0,3.0,4.0,15914,145,63.0,1791,28501974,45226332,25252,2021,7,-27.570,153.008,-42.836,147.510
Brisbane-Hobart,Brisbane,Hobart,All Airlines,Jul-21,82.0,72,10.0,67.0,65.0,5.0,7.0,15914,145,63.0,1791,28501974,45226332,25252,2021,7,-27.570,153.008,-42.836,147.510
Brisbane-Mackay,Brisbane,Mackay,Jetstar,Jul-21,31.0,31,0.0,28.0,28.0,3.0,3.0,43568,499,54.8,797,34723696,63334402,79466,2021,7,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,Qantas,Jul-21,108.0,92,16.0,84.0,83.0,8.0,9.0,43568,499,54.8,797,34723696,63334402,79466,2021,7,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,QantasLink,Jul-21,5.0,5,0.0,3.0,3.0,2.0,2.0,43568,499,54.8,797,34723696,63334402,79466,2021,7,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,Jul-21,105.0,101,4.0,95.0,97.0,6.0,4.0,43568,499,54.8,797,34723696,63334402,79466,2021,7,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,All Airlines,Jul-21,249.0,229,20.0,210.0,211.0,19.0,18.0,43568,499,54.8,797,34723696,63334402,79466,2021,7,-27.570,153.008,-21.172,149.180
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,Jul-21,148.0,42,106.0,32.0,32.0,10.0,10.0,45294,712,44.1,1381,62551014,141863225,102725,2021,7,-27.570,153.008,-38.039,144.469
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,Jul-21,207.0,127,80.0,119.0,114.0,8.0,13.0,45294,712,44.1,1381,62551014,141863225,102725,2021,7,-27.570,153.008,-38.039,144.469
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,Jul-21,218.0,120,98.0,103.0,86.0,17.0,34.0,45294,712,44.1,1381,62551014,141863225,102725,2021,7,-27.570,153.008,-38.039,144.469
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Jul-21,573.0,289,284.0,254.0,232.0,35.0,57.0,45294,712,44.1,1381,62551014,141863225,102725,2021,7,-27.570,153.008,-38.039,144.469
Brisbane-Newcastle,Brisbane,Newcastle,Jetstar,Jul-21,54.0,19,35.0,18.0,18.0,1.0,1.0,12179,202,47.9,614,7477906,15614634,25431,2021,7,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,Jul-21,78.0,53,25.0,50.0,51.0,3.0,2.0,12179,202,47.9,614,7477906,15614634,25431,2021,7,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,Jul-21,36.0,27,9.0,25.0,25.0,2.0,2.0,12179,202,47.9,614,7477906,15614634,25431,2021,7,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Newcastle,Brisbane,Newcastle,All Airlines,Jul-21,168.0,99,69.0,93.0,94.0,6.0,5.0,12179,202,47.9,614,7477906,15614634,25431,2021,7,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Proserpine,Brisbane,Proserpine,Jetstar,Jul-21,34.0,34,0.0,28.0,28.0,6.0,6.0,17168,145,65.9,895,15365360,23332650,26070,2021,7,-27.570,153.008,-20.495,148.552
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,Jul-21,39.0,39,0.0,37.0,37.0,2.0,2.0,17168,145,65.9,895,15365360,23332650,26070,2021,7,-27.570,153.008,-20.495,148.552
Brisbane-Proserpine,Brisbane,Proserpine,All Airlines,Jul-21,73.0,73,0.0,65.0,65.0,8.0,8.0,17168,145,65.9,895,15365360,23332650,26070,2021,7,-27.570,153.008,-20.495,148.552
Brisbane-Sydney,Brisbane,Sydney,Jetstar,Jul-21,104.0,2,102.0,2.0,2.0,0.0,0.0,11525,396,29.2,753,8678325,29705850,39450,2021,7,-27.570,153.008,-33.924,150.988
Brisbane-Sydney,Brisbane,Sydney,Qantas,Jul-21,233.0,69,164.0,58.0,60.0,11.0,9.0,11525,396,29.2,753,8678325,29705850,39450,2021,7,-27.570,153.008,-33.924,150.988
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,Jul-21,126.0,38,88.0,29.0,35.0,9.0,3.0,11525,396,29.2,753,8678325,29705850,39450,2021,7,-27.570,153.008,-33.924,150.988
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Jul-21,463.0,109,354.0,89.0,97.0,20.0,12.0,11525,396,29.2,753,8678325,29705850,39450,2021,7,-27.570,153.008,-33.924,150.988
Brisbane-Townsville,Brisbane,Townsville,Jetstar,Jul-21,62.0,61,1.0,56.0,56.0,5.0,5.0,58614,563,61.9,1112,65178768,105317520,94710,2021,7,-27.570,153.008,-19.253,146.765
Brisbane-Townsville,Brisbane,Townsville,Qantas,Jul-21,103.0,98,5.0,88.0,77.0,10.0,21.0,58614,563,61.9,1112,65178768,105317520,94710,2021,7,-27.570,153.008,-19.253,146.765
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,Jul-21,116.0,111,5.0,102.0,105.0,9.0,6.0,58614,563,61.9,1112,65178768,105317520,94710,2021,7,-27.570,153.008,-19.253,146.765
Brisbane-Townsville,Brisbane,Townsville,All Airlines,Jul-21,281.0,270,11.0,246.0,238.0,24.0,32.0,58614,563,61.9,1112,65178768,105317520,94710,2021,7,-27.570,153.008,-19.253,146.765
Cairns-Melbourne,Cairns,Melbourne,Jetstar,Jul-21,97.0,83,14.0,68.0,72.0,15.0,11.0,56827,358,73.2,2311,131327197,179331289,77599,2021,7,-16.886,145.755,-38.039,144.469
Cairns-Melbourne,Cairns,Melbourne,Qantas,Jul-21,56.0,51,5.0,47.0,40.0,4.0,11.0,56827,358,73.2,2311,131327197,179331289,77599,2021,7,-16.886,145.755,-38.039,144.469
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,Jul-21,61.0,48,13.0,45.0,46.0,3.0,2.0,56827,358,73.2,2311,131327197,179331289,77599,2021,7,-16.886,145.755,-38.039,144.469
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Jul-21,214.0,182,32.0,160.0,158.0,22.0,24.0,56827,358,73.2,2311,131327197,179331289,77599,2021,7,-16.886,145.755,-38.039,144.469
Cairns-Sydney,Cairns,Sydney,Jetstar,Jul-21,55.0,11,44.0,10.0,11.0,1.0,0.0,4894,91,27.4,1971,9646074,35186292,17852,2021,7,-16.886,145.755,-33.924,150.988
Cairns-Sydney,Cairns,Sydney,Qantas,Jul-21,44.0,15,29.0,15.0,15.0,0.0,0.0,4894,91,27.4,1971,9646074,35186292,17852,2021,7,-16.886,145.755,-33.924,150.988
Cairns-Sydney,Cairns,Sydney,Virgin Australia,Jul-21,30.0,19,11.0,17.0,17.0,2.0,2.0,4894,91,27.4,1971,9646074,35186292,17852,2021,7,-16.886,145.755,-33.924,150.988
Cairns-Sydney,Cairns,Sydney,All Airlines,Jul-21,129.0,45,84.0,42.0,43.0,3.0,2.0,4894,91,27.4,1971,9646074,35186292,17852,2021,7,-16.886,145.755,-33.924,150.988
Darwin-Melbourne,Darwin,Melbourne,Jetstar,Jul-21,30.0,19,11.0,12.0,14.0,7.0,5.0,17991,170,54.7,3131,56329821,103003638,32898,2021,7,-12.415,130.877,-38.039,144.469
Darwin-Melbourne,Darwin,Melbourne,Qantas,Jul-21,57.0,47,10.0,35.0,33.0,12.0,14.0,17991,170,54.7,3131,56329821,103003638,32898,2021,7,-12.415,130.877,-38.039,144.469
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,Jul-21,31.0,18,13.0,14.0,13.0,4.0,5.0,17991,170,54.7,3131,56329821,103003638,32898,2021,7,-12.415,130.877,-38.039,144.469
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Jul-21,118.0,84,34.0,61.0,60.0,23.0,24.0,17991,170,54.7,3131,56329821,103003638,32898,2021,7,-12.415,130.877,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,Jetstar,Jul-21,135.0,100,35.0,92.0,93.0,8.0,7.0,45791,501,58.5,618,28298838,48404232,78324,2021,7,-42.836,147.510,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,QantasLink,Jul-21,102.0,82,20.0,67.0,65.0,15.0,17.0,45791,501,58.5,618,28298838,48404232,78324,2021,7,-42.836,147.510,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,Jul-21,80.0,60,20.0,58.0,57.0,2.0,3.0,45791,501,58.5,618,28298838,48404232,78324,2021,7,-42.836,147.510,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,All Airlines,Jul-21,317.0,242,75.0,217.0,215.0,25.0,27.0,45791,501,58.5,618,28298838,48404232,78324,2021,7,-42.836,147.510,-38.039,144.469
Hobart-Sydney,Hobart,Sydney,Jetstar,Jul-21,46.0,8,38.0,8.0,8.0,0.0,0.0,2405,75,18.4,1039,2498795,13600510,13090,2021,7,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,Qantas,Jul-21,13.0,7,6.0,7.0,7.0,0.0,0.0,2405,75,18.4,1039,2498795,13600510,13090,2021,7,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,QantasLink,Jul-21,18.0,3,15.0,3.0,3.0,0.0,0.0,2405,75,18.4,1039,2498795,13600510,13090,2021,7,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,Virgin Australia,Jul-21,31.0,20,11.0,18.0,18.0,2.0,2.0,2405,75,18.4,1039,2498795,13600510,13090,2021,7,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,All Airlines,Jul-21,108.0,38,70.0,36.0,36.0,2.0,2.0,2405,75,18.4,1039,2498795,13600510,13090,2021,7,-42.836,147.510,-33.924,150.988
Launceston-Melbourne,Launceston,Melbourne,Jetstar,Jul-21,66.0,45,21.0,41.0,42.0,4.0,3.0,25995,419,54.7,476,12373620,22616188,47513,2021,7,-41.545,147.214,-38.039,144.469
Launceston-Melbourne,Launceston,Melbourne,QantasLink,Jul-21,76.0,60,16.0,50.0,49.0,10.0,11.0,25995,419,54.7,476,12373620,22616188,47513,2021,7,-41.545,147.214,-38.039,144.469
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,Jul-21,58.0,47,11.0,45.0,46.0,2.0,1.0,25995,419,54.7,476,12373620,22616188,47513,2021,7,-41.545,147.214,-38.039,144.469
Launceston-Melbourne,Launceston,Melbourne,All Airlines,Jul-21,200.0,152,48.0,136.0,137.0,16.0,15.0,25995,419,54.7,476,12373620,22616188,47513,2021,7,-41.545,147.214,-38.039,144.469
Launceston-Sydney,Launceston,Sydney,Jetstar,Jul-21,36.0,18,18.0,15.0,15.0,3.0,3.0,0,0,0.0,914,0,0,0,2021,7,-41.545,147.214,-33.924,150.988
Launceston-Sydney,Launceston,Sydney,QantasLink,Jul-21,8.0,2,6.0,2.0,2.0,0.0,0.0,0,0,0.0,914,0,0,0,2021,7,-41.545,147.214,-33.924,150.988
Launceston-Sydney,Launceston,Sydney,Virgin Australia,Jul-21,22.0,18,4.0,18.0,18.0,0.0,0.0,0,0,0.0,914,0,0,0,2021,7,-41.545,147.214,-33.924,150.988
Launceston-Sydney,Launceston,Sydney,All Airlines,Jul-21,66.0,38,28.0,35.0,35.0,3.0,3.0,0,0,0.0,914,0,0,0,2021,7,-41.545,147.214,-33.924,150.988
Melbourne-Newcastle,Melbourne,Newcastle,Jetstar,Jul-21,39.0,17,22.0,16.0,17.0,1.0,0.0,3833,84,26.7,836,3204388,12006632,14362,2021,7,-38.039,144.469,-32.790330172,151.833996664
Melbourne-Newcastle,Melbourne,Newcastle,QantasLink,Jul-21,22.0,6,16.0,4.0,3.0,2.0,3.0,3833,84,26.7,836,3204388,12006632,14362,2021,7,-38.039,144.469,-32.790330172,151.833996664
Melbourne-Newcastle,Melbourne,Newcastle,Virgin Australia,Jul-21,20.0,19,1.0,18.0,19.0,1.0,0.0,3833,84,26.7,836,3204388,12006632,14362,2021,7,-38.039,144.469,-32.790330172,151.833996664
Melbourne-Newcastle,Melbourne,Newcastle,All Airlines,Jul-21,81.0,42,39.0,38.0,39.0,4.0,3.0,3833,84,26.7,836,3204388,12006632,14362,2021,7,-38.039,144.469,-32.790330172,151.833996664
Melbourne-Perth,Melbourne,Perth,Jetstar,Jul-21,33.0,7,26.0,4.0,5.0,3.0,2.0,17791,309,44.7,2706,48142446,107609502,39767,2021,7,-38.039,144.469,-31.961,115.868
Melbourne-Perth,Melbourne,Perth,Qantas,Jul-21,82.0,50,32.0,46.0,22.0,4.0,28.0,17791,309,44.7,2706,48142446,107609502,39767,2021,7,-38.039,144.469,-31.961,115.868
Melbourne-Perth,Melbourne,Perth,Virgin Australia,Jul-21,54.0,30,24.0,29.0,21.0,1.0,9.0,17791,309,44.7,2706,48142446,107609502,39767,2021,7,-38.039,144.469,-31.961,115.868
Melbourne-Perth,Melbourne,Perth,All Airlines,Jul-21,169.0,87,82.0,79.0,48.0,8.0,39.0,17791,309,44.7,2706,48142446,107609502,39767,2021,7,-38.039,144.469,-31.961,115.868
Melbourne-Sydney,Melbourne,Sydney,Jetstar,Jul-21,140.0,16,124.0,12.0,14.0,4.0,2.0,11979,529,21.8,706,8457174,38790464,54944,2021,7,-38.039,144.469,-33.924,150.988
Melbourne-Sydney,Melbourne,Sydney,Qantas,Jul-21,286.0,83,203.0,75.0,78.0,8.0,5.0,11979,529,21.8,706,8457174,38790464,54944,2021,7,-38.039,144.469,-33.924,150.988
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,Jul-21,59.0,9,50.0,9.0,9.0,0.0,0.0,11979,529,21.8,706,8457174,38790464,54944,2021,7,-38.039,144.469,-33.924,150.988
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,Jul-21,197.0,49,148.0,48.0,48.0,1.0,1.0,11979,529,21.8,706,8457174,38790464,54944,2021,7,-38.039,144.469,-33.924,150.988
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Jul-21,682.0,157,525.0,144.0,149.0,13.0,8.0,11979,529,21.8,706,8457174,38790464,54944,2021,7,-38.039,144.469,-33.924,150.988
Perth-Sydney,Perth,Sydney,Jetstar,Jul-21,28.0,0,28.0,0.0,0.0,0.0,0.0,3887,152,15.9,3284,12764908,80428444,24491,2021,7,-31.961,115.868,-33.924,150.988
Perth-Sydney,Perth,Sydney,Qantas,Jul-21,67.0,33,34.0,27.0,31.0,6.0,2.0,3887,152,15.9,3284,12764908,80428444,24491,2021,7,-31.961,115.868,-33.924,150.988
Perth-Sydney,Perth,Sydney,Virgin Australia,Jul-21,38.0,25,13.0,16.0,24.0,9.0,1.0,3887,152,15.9,3284,12764908,80428444,24491,2021,7,-31.961,115.868,-33.924,150.988
Perth-Sydney,Perth,Sydney,All Airlines,Jul-21,133.0,58,75.0,43.0,55.0,15.0,3.0,3887,152,15.9,3284,12764908,80428444,24491,2021,7,-31.961,115.868,-33.924,150.988
Adelaide-Canberra,Adelaide,Canberra,Qantas,Jul-21,29.0,20,9.0,17.0,17.0,3.0,3.0,0,0,0.0,972,0,0,0,2021,7,-34.945,138.531,-35.307,149.195
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,Jul-21,18.0,13,5.0,12.0,12.0,1.0,1.0,0,0,0.0,972,0,0,0,2021,7,-34.945,138.531,-35.307,149.195
Adelaide-Canberra,Adelaide,Canberra,All Airlines,Jul-21,47.0,33,14.0,29.0,29.0,4.0,4.0,0,0,0.0,972,0,0,0,2021,7,-34.945,138.531,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,Qantas,Jul-21,61.0,45,16.0,42.0,40.0,3.0,5.0,30465,384,53.5,956,29124540,54453760,56960,2021,7,-27.570,153.008,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,QantasLink,Jul-21,98.0,70,28.0,67.0,65.0,3.0,5.0,30465,384,53.5,956,29124540,54453760,56960,2021,7,-27.570,153.008,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,Jul-21,82.0,76,6.0,69.0,70.0,7.0,6.0,30465,384,53.5,956,29124540,54453760,56960,2021,7,-27.570,153.008,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Jul-21,241.0,191,50.0,178.0,175.0,13.0,16.0,30465,384,53.5,956,29124540,54453760,56960,2021,7,-27.570,153.008,-35.307,149.195
Brisbane-Perth,Brisbane,Perth,Qantas,Jul-21,87.0,54,33.0,47.0,16.0,7.0,38.0,11288,169,32.8,3615,40806120,122356905,33847,2021,7,-27.570,153.008,-31.961,115.868
Brisbane-Perth,Brisbane,Perth,Virgin Australia,Jul-21,43.0,29,14.0,26.0,12.0,3.0,17.0,11288,169,32.8,3615,40806120,122356905,33847,2021,7,-27.570,153.008,-31.961,115.868
Brisbane-Perth,Brisbane,Perth,All Airlines,Jul-21,130.0,83,47.0,73.0,28.0,10.0,55.0,11288,169,32.8,3615,40806120,122356905,33847,2021,7,-27.570,153.008,-31.961,115.868
Broome-Perth,Broome,Perth,Qantas,Jul-21,44.0,44,0.0,34.0,35.0,10.0,9.0,37545,282,78.0,1677,62962965,80698917,48121,2021,7,-17.945,122.232,-31.961,115.868
Broome-Perth,Broome,Perth,QantasLink,Jul-21,61.0,54,7.0,36.0,36.0,18.0,18.0,37545,282,78.0,1677,62962965,80698917,48121,2021,7,-17.945,122.232,-31.961,115.868
Broome-Perth,Broome,Perth,Virgin Australia,Jul-21,23.0,23,0.0,14.0,19.0,9.0,4.0,37545,282,78.0,1677,62962965,80698917,48121,2021,7,-17.945,122.232,-31.961,115.868
Broome-Perth,Broome,Perth,Virgin Australia Regional Airlines,Jul-21,17.0,17,0.0,8.0,13.0,9.0,4.0,37545,282,78.0,1677,62962965,80698917,48121,2021,7,-17.945,122.232,-31.961,115.868
Broome-Perth,Broome,Perth,All Airlines,Jul-21,145.0,138,7.0,92.0,103.0,46.0,35.0,37545,282,78.0,1677,62962965,80698917,48121,2021,7,-17.945,122.232,-31.961,115.868
Canberra-Melbourne,Canberra,Melbourne,Qantas,Jul-21,2.0,2,0.0,2.0,2.0,0.0,0.0,11868,252,34.5,470,5577960,15908560,33848,2021,7,-35.307,149.195,-38.039,144.469
Canberra-Melbourne,Canberra,Melbourne,QantasLink,Jul-21,140.0,70,70.0,61.0,59.0,9.0,11.0,11868,252,34.5,470,5577960,15908560,33848,2021,7,-35.307,149.195,-38.039,144.469
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,Jul-21,61.0,41,20.0,38.0,38.0,3.0,3.0,11868,252,34.5,470,5577960,15908560,33848,2021,7,-35.307,149.195,-38.039,144.469
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Jul-21,203.0,113,90.0,101.0,99.0,12.0,14.0,11868,252,34.5,470,5577960,15908560,33848,2021,7,-35.307,149.195,-38.039,144.469
Canberra-Sydney,Canberra,Sydney,Qantas,Jul-21,5.0,0,5.0,0.0,0.0,0.0,0.0,0,0,0.0,236,0,0,0,2021,7,-35.307,149.195,-33.924,150.988
Canberra-Sydney,Canberra,Sydney,QantasLink,Jul-21,163.0,58,105.0,45.0,47.0,13.0,11.0,0,0,0.0,236,0,0,0,2021,7,-35.307,149.195,-33.924,150.988
Canberra-Sydney,Canberra,Sydney,Rex Airlines,Jul-21,59.0,29,30.0,22.0,21.0,7.0,8.0,0,0,0.0,236,0,0,0,2021,7,-35.307,149.195,-33.924,150.988
Canberra-Sydney,Canberra,Sydney,All Airlines,Jul-21,227.0,87,140.0,67.0,68.0,20.0,19.0,0,0,0.0,236,0,0,0,2021,7,-35.307,149.195,-33.924,150.988
Darwin-Perth,Darwin,Perth,Qantas,Jul-21,47.0,39,8.0,35.0,32.0,4.0,7.0,12563,148,54.5,2651,33304513,61057832,23032,2021,7,-12.415,130.877,-31.961,115.868
Darwin-Perth,Darwin,Perth,Virgin Australia,Jul-21,3.0,3,0.0,3.0,3.0,0.0,0.0,12563,148,54.5,2651,33304513,61057832,23032,2021,7,-12.415,130.877,-31.961,115.868
Darwin-Perth,Darwin,Perth,Virgin Australia Regional Airlines,Jul-21,19.0,18,1.0,11.0,13.0,7.0,5.0,12563,148,54.5,2651,33304513,61057832,23032,2021,7,-12.415,130.877,-31.961,115.868
Darwin-Perth,Darwin,Perth,All Airlines,Jul-21,69.0,60,9.0,49.0,48.0,11.0,12.0,12563,148,54.5,2651,33304513,61057832,23032,2021,7,-12.415,130.877,-31.961,115.868
Kalgoorlie-Perth,Kalgoorlie,Perth,Qantas,Jul-21,12.0,12,0.0,9.0,9.0,3.0,3.0,19146,261,55.0,538,10300548,18714868,34786,2021,7,-30.789,121.462,-31.961,115.868
