Route,Departing_Port,Arriving_Port,Airline,Date,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month,lat0,long0,lat1,long1
Adelaide-Brisbane,Adelaide,Brisbane,Jetstar,Jan-21,30.0,30,0.0,28.0,29.0,2.0,1.0,37695,391,58.5,1622,61141290,104518436,64438,2021,1,-34.945,138.531,-27.570,153.008
Adelaide-Brisbane,Adelaide,Brisbane,Qantas,Jan-21,100.0,93,7.0,85.0,84.0,8.0,9.0,37695,391,58.5,1622,61141290,104518436,64438,2021,1,-34.945,138.531,-27.570,153.008
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,Jan-21,74.0,66,8.0,55.0,61.0,11.0,5.0,37695,391,58.5,1622,61141290,104518436,64438,2021,1,-34.945,138.531,-27.570,153.008
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,Jan-21,204.0,189,15.0,168.0,174.0,21.0,15.0,37695,391,58.5,1622,61141290,104518436,64438,2021,1,-34.945,138.531,-27.570,153.008
Adelaide-Melbourne,Adelaide,Melbourne,Jetstar,Jan-21,84.0,83,1.0,72.0,76.0,11.0,7.0,71642,658,70.1,643,46065806,65732604,102228,2021,1,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,Jan-21,99.0,99,0.0,95.0,95.0,4.0,4.0,71642,658,70.1,643,46065806,65732604,102228,2021,1,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,Jan-21,106.0,105,1.0,94.0,99.0,11.0,6.0,71642,658,70.1,643,46065806,65732604,102228,2021,1,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Jan-21,289.0,287,2.0,261.0,270.0,26.0,17.0,71642,658,70.1,643,46065806,65732604,102228,2021,1,-34.945,138.531,-38.039,144.469
Adelaide-Perth,Adelaide,Perth,Jetstar,Jan-21,22.0,22,0.0,20.0,21.0,2.0,1.0,26597,248,68.6,2120,56385640,82219960,38783,2021,1,-34.945,138.531,-31.961,115.868
Adelaide-Perth,Adelaide,Perth,Qantas,Jan-21,57.0,57,0.0,42.0,45.0,15.0,12.0,26597,248,68.6,2120,56385640,82219960,38783,2021,1,-34.945,138.531,-31.961,115.868
Adelaide-Perth,Adelaide,Perth,Virgin Australia,Jan-21,31.0,31,0.0,24.0,27.0,7.0,4.0,26597,248,68.6,2120,56385640,82219960,38783,2021,1,-34.945,138.531,-31.961,115.868
Adelaide-Perth,Adelaide,Perth,All Airlines,Jan-21,110.0,110,0.0,86.0,93.0,24.0,17.0,26597,248,68.6,2120,56385640,82219960,38783,2021,1,-34.945,138.531,-31.961,115.868
Adelaide-Sydney,Adelaide,Sydney,Jetstar,Jan-21,40.0,21,19.0,19.0,20.0,2.0,1.0,9051,196,33.2,1167,10562517,31810086,27258,2021,1,-34.945,138.531,-33.924,150.988
Adelaide-Sydney,Adelaide,Sydney,Qantas,Jan-21,47.0,42,5.0,38.0,39.0,4.0,3.0,9051,196,33.2,1167,10562517,31810086,27258,2021,1,-34.945,138.531,-33.924,150.988
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,Jan-21,18.0,15,3.0,15.0,15.0,0.0,0.0,9051,196,33.2,1167,10562517,31810086,27258,2021,1,-34.945,138.531,-33.924,150.988
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Jan-21,105.0,78,27.0,72.0,74.0,6.0,4.0,9051,196,33.2,1167,10562517,31810086,27258,2021,1,-34.945,138.531,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,Jetstar,Jan-21,101.0,100,1.0,96.0,97.0,4.0,3.0,54235,468,72.6,612,33191820,45696816,74668,2021,1,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,Qantas,Jan-21,42.0,42,0.0,40.0,41.0,2.0,1.0,54235,468,72.6,612,33191820,45696816,74668,2021,1,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,QantasLink,Jan-21,34.0,32,2.0,25.0,26.0,7.0,6.0,54235,468,72.6,612,33191820,45696816,74668,2021,1,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,Regional Express,Jan-21,8.0,8,0.0,7.0,7.0,1.0,1.0,54235,468,72.6,612,33191820,45696816,74668,2021,1,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,Virgin Australia,Jan-21,52.0,52,0.0,43.0,52.0,9.0,0.0,54235,468,72.6,612,33191820,45696816,74668,2021,1,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,All Airlines,Jan-21,237.0,234,3.0,211.0,223.0,23.0,11.0,54235,468,72.6,612,33191820,45696816,74668,2021,1,-28.834,153.562,-33.924,150.988
Brisbane-Cairns,Brisbane,Cairns,Jetstar,Jan-21,103.0,94,9.0,72.0,73.0,22.0,21.0,73882,707,65.0,1391,102769862,158002299,113589,2021,1,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,Qantas,Jan-21,120.0,117,3.0,110.0,107.0,7.0,10.0,73882,707,65.0,1391,102769862,158002299,113589,2021,1,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,QantasLink,Jan-21,5.0,5,0.0,5.0,4.0,0.0,1.0,73882,707,65.0,1391,102769862,158002299,113589,2021,1,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,Jan-21,110.0,105,5.0,81.0,80.0,24.0,25.0,73882,707,65.0,1391,102769862,158002299,113589,2021,1,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Jan-21,338.0,321,17.0,268.0,264.0,53.0,57.0,73882,707,65.0,1391,102769862,158002299,113589,2021,1,-27.570,153.008,-16.886,145.755
Brisbane-Darwin,Brisbane,Darwin,Jetstar,Jan-21,25.0,25,0.0,22.0,22.0,3.0,3.0,20950,191,66.3,2852,59749400,90054752,31576,2021,1,-27.570,153.008,-12.415,130.877
Brisbane-Darwin,Brisbane,Darwin,Qantas,Jan-21,33.0,33,0.0,33.0,28.0,0.0,5.0,20950,191,66.3,2852,59749400,90054752,31576,2021,1,-27.570,153.008,-12.415,130.877
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,Jan-21,31.0,31,0.0,25.0,27.0,6.0,4.0,20950,191,66.3,2852,59749400,90054752,31576,2021,1,-27.570,153.008,-12.415,130.877
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Jan-21,89.0,89,0.0,80.0,77.0,9.0,12.0,20950,191,66.3,2852,59749400,90054752,31576,2021,1,-27.570,153.008,-12.415,130.877
Brisbane-Hobart,Brisbane,Hobart,Jetstar,Jan-21,46.0,46,0.0,44.0,44.0,2.0,2.0,22391,222,61.9,1791,40102281,64737486,36146,2021,1,-27.570,153.008,-42.836,147.510
Brisbane-Hobart,Brisbane,Hobart,QantasLink,Jan-21,30.0,28,2.0,24.0,24.0,4.0,4.0,22391,222,61.9,1791,40102281,64737486,36146,2021,1,-27.570,153.008,-42.836,147.510
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,Jan-21,40.0,37,3.0,26.0,33.0,11.0,4.0,22391,222,61.9,1791,40102281,64737486,36146,2021,1,-27.570,153.008,-42.836,147.510
Brisbane-Hobart,Brisbane,Hobart,All Airlines,Jan-21,116.0,111,5.0,94.0,101.0,17.0,10.0,22391,222,61.9,1791,40102281,64737486,36146,2021,1,-27.570,153.008,-42.836,147.510
Brisbane-Mackay,Brisbane,Mackay,Jetstar,Jan-21,31.0,31,0.0,24.0,26.0,7.0,5.0,34630,442,54.6,797,27600110,50557695,63435,2021,1,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,Qantas,Jan-21,68.0,65,3.0,64.0,63.0,1.0,2.0,34630,442,54.6,797,27600110,50557695,63435,2021,1,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,QantasLink,Jan-21,34.0,32,2.0,30.0,29.0,2.0,3.0,34630,442,54.6,797,27600110,50557695,63435,2021,1,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,Jan-21,81.0,80,1.0,73.0,73.0,7.0,7.0,34630,442,54.6,797,27600110,50557695,63435,2021,1,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,All Airlines,Jan-21,214.0,208,6.0,191.0,191.0,17.0,17.0,34630,442,54.6,797,27600110,50557695,63435,2021,1,-27.570,153.008,-21.172,149.180
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,Jan-21,146.0,93,53.0,70.0,77.0,23.0,16.0,95958,972,61.6,1381,132517998,215216421,155841,2021,1,-27.570,153.008,-38.039,144.469
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,Jan-21,266.0,215,51.0,203.0,196.0,12.0,19.0,95958,972,61.6,1381,132517998,215216421,155841,2021,1,-27.570,153.008,-38.039,144.469
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,Jan-21,159.0,132,27.0,98.0,118.0,34.0,14.0,95958,972,61.6,1381,132517998,215216421,155841,2021,1,-27.570,153.008,-38.039,144.469
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Jan-21,571.0,440,131.0,371.0,391.0,69.0,49.0,95958,972,61.6,1381,132517998,215216421,155841,2021,1,-27.570,153.008,-38.039,144.469
Brisbane-Newcastle,Brisbane,Newcastle,Jetstar,Jan-21,64.0,55,9.0,45.0,44.0,10.0,11.0,19912,253,50.3,614,12225968,24320540,39610,2021,1,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,Jan-21,42.0,34,8.0,31.0,32.0,3.0,2.0,19912,253,50.3,614,12225968,24320540,39610,2021,1,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,Jan-21,42.0,36,6.0,35.0,36.0,1.0,0.0,19912,253,50.3,614,12225968,24320540,39610,2021,1,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Newcastle,Brisbane,Newcastle,All Airlines,Jan-21,148.0,125,23.0,111.0,112.0,14.0,13.0,19912,253,50.3,614,12225968,24320540,39610,2021,1,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Proserpine,Brisbane,Proserpine,Jetstar,Jan-21,42.0,41,1.0,37.0,33.0,4.0,8.0,17698,146,68.9,895,15839710,22980020,25676,2021,1,-27.570,153.008,-20.495,148.552
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,Jan-21,31.0,29,2.0,24.0,22.0,5.0,7.0,17698,146,68.9,895,15839710,22980020,25676,2021,1,-27.570,153.008,-20.495,148.552
Brisbane-Proserpine,Brisbane,Proserpine,All Airlines,Jan-21,73.0,70,3.0,61.0,55.0,9.0,15.0,17698,146,68.9,895,15839710,22980020,25676,2021,1,-27.570,153.008,-20.495,148.552
Brisbane-Sydney,Brisbane,Sydney,Jetstar,Jan-21,53.0,21,32.0,13.0,18.0,8.0,3.0,22343,496,37.6,753,16824279,44702598,59366,2021,1,-27.570,153.008,-33.924,150.988
Brisbane-Sydney,Brisbane,Sydney,Qantas,Jan-21,106.0,89,17.0,79.0,77.0,10.0,12.0,22343,496,37.6,753,16824279,44702598,59366,2021,1,-27.570,153.008,-33.924,150.988
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,Jan-21,61.0,60,1.0,55.0,57.0,5.0,3.0,22343,496,37.6,753,16824279,44702598,59366,2021,1,-27.570,153.008,-33.924,150.988
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Jan-21,220.0,170,50.0,147.0,152.0,23.0,18.0,22343,496,37.6,753,16824279,44702598,59366,2021,1,-27.570,153.008,-33.924,150.988
Brisbane-Townsville,Brisbane,Townsville,Jetstar,Jan-21,60.0,60,0.0,53.0,51.0,7.0,9.0,48093,483,59.3,1112,53479416,90158736,81078,2021,1,-27.570,153.008,-19.253,146.765
Brisbane-Townsville,Brisbane,Townsville,Qantas,Jan-21,108.0,93,15.0,90.0,84.0,3.0,9.0,48093,483,59.3,1112,53479416,90158736,81078,2021,1,-27.570,153.008,-19.253,146.765
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,Jan-21,80.0,76,4.0,66.0,66.0,10.0,10.0,48093,483,59.3,1112,53479416,90158736,81078,2021,1,-27.570,153.008,-19.253,146.765
Brisbane-Townsville,Brisbane,Townsville,All Airlines,Jan-21,248.0,229,19.0,209.0,201.0,20.0,28.0,48093,483,59.3,1112,53479416,90158736,81078,2021,1,-27.570,153.008,-19.253,146.765
Cairns-Melbourne,Cairns,Melbourne,Jetstar,Jan-21,61.0,61,0.0,49.0,50.0,12.0,11.0,37740,269,74.2,2311,87217140,117567503,50873,2021,1,-16.886,145.755,-38.039,144.469
Cairns-Melbourne,Cairns,Melbourne,Qantas,Jan-21,30.0,30,0.0,22.0,27.0,8.0,3.0,37740,269,74.2,2311,87217140,117567503,50873,2021,1,-16.886,145.755,-38.039,144.469
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,Jan-21,43.0,43,0.0,36.0,39.0,7.0,4.0,37740,269,74.2,2311,87217140,117567503,50873,2021,1,-16.886,145.755,-38.039,144.469
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Jan-21,134.0,134,0.0,107.0,116.0,27.0,18.0,37740,269,74.2,2311,87217140,117567503,50873,2021,1,-16.886,145.755,-38.039,144.469
Cairns-Sydney,Cairns,Sydney,Jetstar,Jan-21,19.0,12,7.0,10.0,11.0,2.0,1.0,4251,97,26.6,1971,8378721,31453218,15958,2021,1,-16.886,145.755,-33.924,150.988
Cairns-Sydney,Cairns,Sydney,Qantas,Jan-21,24.0,19,5.0,19.0,19.0,0.0,0.0,4251,97,26.6,1971,8378721,31453218,15958,2021,1,-16.886,145.755,-33.924,150.988
Cairns-Sydney,Cairns,Sydney,Virgin Australia,Jan-21,13.0,13,0.0,13.0,13.0,0.0,0.0,4251,97,26.6,1971,8378721,31453218,15958,2021,1,-16.886,145.755,-33.924,150.988
Cairns-Sydney,Cairns,Sydney,All Airlines,Jan-21,56.0,44,12.0,42.0,43.0,2.0,1.0,4251,97,26.6,1971,8378721,31453218,15958,2021,1,-16.886,145.755,-33.924,150.988
Hobart-Melbourne,Hobart,Melbourne,Jetstar,Jan-21,196.0,179,17.0,156.0,162.0,23.0,17.0,73873,673,66.2,618,45653514,69002172,111654,2021,1,-42.836,147.510,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,QantasLink,Jan-21,75.0,74,1.0,60.0,61.0,14.0,13.0,73873,673,66.2,618,45653514,69002172,111654,2021,1,-42.836,147.510,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,Jan-21,75.0,73,2.0,66.0,64.0,7.0,9.0,73873,673,66.2,618,45653514,69002172,111654,2021,1,-42.836,147.510,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,All Airlines,Jan-21,346.0,326,20.0,282.0,287.0,44.0,39.0,73873,673,66.2,618,45653514,69002172,111654,2021,1,-42.836,147.510,-38.039,144.469
Hobart-Sydney,Hobart,Sydney,Jetstar,Jan-21,31.0,13,18.0,11.0,13.0,2.0,0.0,7449,98,46.4,1039,7739511,16688418,16062,2021,1,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,Qantas,Jan-21,5.0,4,1.0,4.0,4.0,0.0,0.0,7449,98,46.4,1039,7739511,16688418,16062,2021,1,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,QantasLink,Jan-21,24.0,15,9.0,15.0,15.0,0.0,0.0,7449,98,46.4,1039,7739511,16688418,16062,2021,1,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,Virgin Australia,Jan-21,18.0,17,1.0,16.0,16.0,1.0,1.0,7449,98,46.4,1039,7739511,16688418,16062,2021,1,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,All Airlines,Jan-21,78.0,49,29.0,46.0,48.0,3.0,1.0,7449,98,46.4,1039,7739511,16688418,16062,2021,1,-42.836,147.510,-33.924,150.988
Launceston-Melbourne,Launceston,Melbourne,Jetstar,Jan-21,139.0,122,17.0,105.0,109.0,17.0,13.0,47282,573,59.7,476,22506232,37703008,79208,2021,1,-41.545,147.214,-38.039,144.469
Launceston-Melbourne,Launceston,Melbourne,QantasLink,Jan-21,59.0,49,10.0,43.0,43.0,6.0,6.0,47282,573,59.7,476,22506232,37703008,79208,2021,1,-41.545,147.214,-38.039,144.469
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,Jan-21,72.0,70,2.0,69.0,69.0,1.0,1.0,47282,573,59.7,476,22506232,37703008,79208,2021,1,-41.545,147.214,-38.039,144.469
Launceston-Melbourne,Launceston,Melbourne,All Airlines,Jan-21,270.0,241,29.0,217.0,221.0,24.0,20.0,47282,573,59.7,476,22506232,37703008,79208,2021,1,-41.545,147.214,-38.039,144.469
Launceston-Sydney,Launceston,Sydney,Jetstar,Jan-21,16.0,13,3.0,11.0,12.0,2.0,1.0,0,0,0.0,914,0,0,0,2021,1,-41.545,147.214,-33.924,150.988
Launceston-Sydney,Launceston,Sydney,QantasLink,Jan-21,7.0,4,3.0,4.0,4.0,0.0,0.0,0,0,0.0,914,0,0,0,2021,1,-41.545,147.214,-33.924,150.988
Launceston-Sydney,Launceston,Sydney,Virgin Australia,Jan-21,16.0,16,0.0,15.0,15.0,1.0,1.0,0,0,0.0,914,0,0,0,2021,1,-41.545,147.214,-33.924,150.988
Launceston-Sydney,Launceston,Sydney,All Airlines,Jan-21,39.0,33,6.0,30.0,31.0,3.0,2.0,0,0,0.0,914,0,0,0,2021,1,-41.545,147.214,-33.924,150.988
Melbourne-Newcastle,Melbourne,Newcastle,Jetstar,Jan-21,44.0,28,16.0,25.0,25.0,3.0,3.0,7197,91,43.5,836,6016692,13832456,16546,2021,1,-38.039,144.469,-32.790330172,151.833996664
Melbourne-Newcastle,Melbourne,Newcastle,Virgin Australia,Jan-21,18.0,18,0.0,17.0,17.0,1.0,1.0,7197,91,43.5,836,6016692,13832456,16546,2021,1,-38.039,144.469,-32.790330172,151.833996664
Melbourne-Newcastle,Melbourne,Newcastle,All Airlines,Jan-21,62.0,46,16.0,42.0,42.0,4.0,4.0,7197,91,43.5,836,6016692,13832456,16546,2021,1,-38.039,144.469,-32.790330172,151.833996664
Melbourne-Perth,Melbourne,Perth,Jetstar,Jan-21,19.0,4,15.0,3.0,4.0,1.0,0.0,22370,265,50.4,2706,60533220,120151812,44402,2021,1,-38.039,144.469,-31.961,115.868
Melbourne-Perth,Melbourne,Perth,Qantas,Jan-21,73.0,60,13.0,51.0,45.0,9.0,15.0,22370,265,50.4,2706,60533220,120151812,44402,2021,1,-38.039,144.469,-31.961,115.868
Melbourne-Perth,Melbourne,Perth,Virgin Australia,Jan-21,43.0,33,10.0,23.0,23.0,10.0,10.0,22370,265,50.4,2706,60533220,120151812,44402,2021,1,-38.039,144.469,-31.961,115.868
Melbourne-Perth,Melbourne,Perth,All Airlines,Jan-21,135.0,97,38.0,77.0,72.0,20.0,25.0,22370,265,50.4,2706,60533220,120151812,44402,2021,1,-38.039,144.469,-31.961,115.868
Melbourne-Sydney,Melbourne,Sydney,Jetstar,Jan-21,61.0,39,22.0,32.0,34.0,7.0,5.0,33428,633,43.1,706,23610674,54803254,77599,2021,1,-38.039,144.469,-33.924,150.988
Melbourne-Sydney,Melbourne,Sydney,Qantas,Jan-21,128.0,104,24.0,85.0,87.0,19.0,17.0,33428,633,43.1,706,23610674,54803254,77599,2021,1,-38.039,144.469,-33.924,150.988
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,Jan-21,68.0,61,7.0,55.0,55.0,6.0,6.0,33428,633,43.1,706,23610674,54803254,77599,2021,1,-38.039,144.469,-33.924,150.988
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Jan-21,257.0,204,53.0,172.0,176.0,32.0,28.0,33428,633,43.1,706,23610674,54803254,77599,2021,1,-38.039,144.469,-33.924,150.988
Adelaide-Canberra,Adelaide,Canberra,Qantas,Jan-21,37.0,37,0.0,34.0,33.0,3.0,4.0,9483,120,48.9,972,9217476,18868464,19412,2021,1,-34.945,138.531,-35.307,149.195
Adelaide-Canberra,Adelaide,Canberra,QantasLink,Jan-21,6.0,6,0.0,6.0,5.0,0.0,1.0,9483,120,48.9,972,9217476,18868464,19412,2021,1,-34.945,138.531,-35.307,149.195
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,Jan-21,17.0,16,1.0,14.0,15.0,2.0,1.0,9483,120,48.9,972,9217476,18868464,19412,2021,1,-34.945,138.531,-35.307,149.195
Adelaide-Canberra,Adelaide,Canberra,All Airlines,Jan-21,60.0,59,1.0,54.0,53.0,5.0,6.0,9483,120,48.9,972,9217476,18868464,19412,2021,1,-34.945,138.531,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,Qantas,Jan-21,18.0,17,1.0,17.0,17.0,0.0,0.0,31484,384,59.9,956,30098704,50219636,52531,2021,1,-27.570,153.008,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,QantasLink,Jan-21,114.0,110,4.0,102.0,106.0,8.0,4.0,31484,384,59.9,956,30098704,50219636,52531,2021,1,-27.570,153.008,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,Jan-21,71.0,65,6.0,58.0,60.0,7.0,5.0,31484,384,59.9,956,30098704,50219636,52531,2021,1,-27.570,153.008,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Jan-21,203.0,192,11.0,177.0,183.0,15.0,9.0,31484,384,59.9,956,30098704,50219636,52531,2021,1,-27.570,153.008,-35.307,149.195
Brisbane-Perth,Brisbane,Perth,Qantas,Jan-21,83.0,74,9.0,69.0,61.0,5.0,13.0,24808,256,58.5,3615,89680920,153413370,42438,2021,1,-27.570,153.008,-31.961,115.868
Brisbane-Perth,Brisbane,Perth,Virgin Australia,Jan-21,55.0,49,6.0,30.0,40.0,19.0,9.0,24808,256,58.5,3615,89680920,153413370,42438,2021,1,-27.570,153.008,-31.961,115.868
Brisbane-Perth,Brisbane,Perth,All Airlines,Jan-21,138.0,123,15.0,99.0,101.0,24.0,22.0,24808,256,58.5,3615,89680920,153413370,42438,2021,1,-27.570,153.008,-31.961,115.868
Broome-Perth,Broome,Perth,Qantas,Jan-21,8.0,7,1.0,6.0,6.0,1.0,1.0,21267,245,62.9,1677,35664759,56669184,33792,2021,1,-17.945,122.232,-31.961,115.868
Broome-Perth,Broome,Perth,QantasLink,Jan-21,82.0,81,1.0,65.0,61.0,16.0,20.0,21267,245,62.9,1677,35664759,56669184,33792,2021,1,-17.945,122.232,-31.961,115.868
Broome-Perth,Broome,Perth,Virgin Australia,Jan-21,35.0,34,1.0,28.0,28.0,6.0,6.0,21267,245,62.9,1677,35664759,56669184,33792,2021,1,-17.945,122.232,-31.961,115.868
Broome-Perth,Broome,Perth,Virgin Australia Regional Airlines,Jan-21,1.0,1,0.0,0.0,0.0,1.0,1.0,21267,245,62.9,1677,35664759,56669184,33792,2021,1,-17.945,122.232,-31.961,115.868
Broome-Perth,Broome,Perth,All Airlines,Jan-21,126.0,123,3.0,99.0,95.0,24.0,28.0,21267,245,62.9,1677,35664759,56669184,33792,2021,1,-17.945,122.232,-31.961,115.868
Canberra-Melbourne,Canberra,Melbourne,Qantas,Jan-21,4.0,3,1.0,3.0,3.0,0.0,0.0,24089,345,53.5,470,11321830,21153290,45007,2021,1,-35.307,149.195,-38.039,144.469
Canberra-Melbourne,Canberra,Melbourne,QantasLink,Jan-21,112.0,112,0.0,106.0,106.0,6.0,6.0,24089,345,53.5,470,11321830,21153290,45007,2021,1,-35.307,149.195,-38.039,144.469
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,Jan-21,57.0,57,0.0,44.0,49.0,13.0,8.0,24089,345,53.5,470,11321830,21153290,45007,2021,1,-35.307,149.195,-38.039,144.469
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Jan-21,173.0,172,1.0,153.0,158.0,19.0,14.0,24089,345,53.5,470,11321830,21153290,45007,2021,1,-35.307,149.195,-38.039,144.469
Darwin-Perth,Darwin,Perth,Qantas,Jan-21,21.0,21,0.0,20.0,19.0,1.0,2.0,8147,76,68.7,2651,21597697,31419652,11852,2021,1,-12.415,130.877,-31.961,115.868
Darwin-Perth,Darwin,Perth,Virgin Australia,Jan-21,10.0,10,0.0,5.0,7.0,5.0,3.0,8147,76,68.7,2651,21597697,31419652,11852,2021,1,-12.415,130.877,-31.961,115.868
Darwin-Perth,Darwin,Perth,All Airlines,Jan-21,31.0,31,0.0,25.0,26.0,6.0,5.0,8147,76,68.7,2651,21597697,31419652,11852,2021,1,-12.415,130.877,-31.961,115.868
Kalgoorlie-Perth,Kalgoorlie,Perth,Qantas,Jan-21,7.0,7,0.0,7.0,7.0,0.0,0.0,15102,248,47.9,538,8124876,16964216,31532,2021,1,-30.789,121.462,-31.961,115.868
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,Jan-21,64.0,62,2.0,51.0,52.0,11.0,10.0,15102,248,47.9,538,8124876,16964216,31532,2021,1,-30.789,121.462,-31.961,115.868
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia,Jan-21,21.0,21,0.0,19.0,18.0,2.0,3.0,15102,248,47.9,538,8124876,16964216,31532,2021,1,-30.789,121.462,-31.961,115.868
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia Regional Airlines,Jan-21,34.0,33,1.0,31.0,31.0,2.0,2.0,15102,248,47.9,538,8124876,16964216,31532,2021,1,-30.789,121.462,-31.961,115.868
Kalgoorlie-Perth,Kalgoorlie,Perth,All Airlines,Jan-21,126.0,123,3.0,108.0,108.0,15.0,15.0,15102,248,47.9,538,8124876,16964216,31532,2021,1,-30.789,121.462,-31.961,115.868
Karratha-Perth,Karratha,Perth,Qantas,Jan-21,30.0,28,2.0,26.0,26.0,2.0,2.0,26847,365,46.4,1250,33558750,72250000,57800,2021,1,-20.712,116.773,-31.961,115.868
Karratha-Perth,Karratha,Perth,QantasLink,Jan-21,113.0,96,17.0,84.0,81.0,12.0,15.0,26847,365,46.4,1250,33558750,72250000,57800,2021,1,-20.712,116.773,-31.961,115.868
Karratha-Perth,Karratha,Perth,Virgin Australia,Jan-21,39.0,39,0.0,35.0,35.0,4.0,4.0,26847,365,46.4,1250,33558750,72250000,57800,2021,1,-20.712,116.773,-31.961,115.868
Karratha-Perth,Karratha,Perth,Virgin Australia Regional Airlines,Jan-21,13.0,13,0.0,8.0,9.0,5.0,4.0,26847,365,46.4,1250,33558750,72250000,57800,2021,1,-20.712,116.773,-31.961,115.868
Karratha-Perth,Karratha,Perth,All Airlines,Jan-21,195.0,176,19.0,153.0,151.0,23.0,25.0,26847,365,46.4,1250,33558750,72250000,57800,2021,1,-20.712,116.773,-31.961,115.868
Perth-Newman,Perth,Newman,Qantas,Jan-21,41.0,37,4.0,36.0,36.0,1.0,1.0,24005,332,44.5,1019,24461095,54940404,53916,2021,1,-31.961,115.868,-23.418,119.803
Perth-Newman,Perth,Newman,QantasLink,Jan-21,71.0,71,0.0,68.0,68.0,3.0,3.0,24005,332,44.5,1019,24461095,54940404,53916,2021,1,-31.961,115.868,-23.418,119.803
Perth-Newman,Perth,Newman,Virgin Australia,Jan-21,40.0,40,0.0,37.0,37.0,3.0,3.0,24005,332,44.5,1019,24461095,54940404,53916,2021,1,-31.961,115.868,-23.418,119.803
